,CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_with_Bank,Total_Bank_Products,Months_Inactive,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Average_Monthly_Spend,Total_Amt_Chng_Q4_Q1,Total_Yearly_Spend,Total_Transaction_Count,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio
5743,712290258,Existing Customer,49,F,1,Unknown,Married,Less than $40K,Blue,40,5,1,3,2636,1840,796,0.844,4056,67,0.811,0.698
5744,716292033,Existing Customer,37,F,17,High School,Single,Less than $40K,Blue,39,9,9,17,7451,0,3303,1,16005,447,2,0
5745,780372408,Existing Customer,43,F,21,High School,Single,Less than $40K,Blue,36,9,9,12,25779,1493,9438,1,14350,367,1,1
5746,720853158,Existing Customer,38,F,13,High School,Single,Unknown,Blue,26,9,14,17,72277,2771,28347,1,15211,373,1,0
5747,823507833,Existing Customer,44,M,17,High School,Single,$60K - $80K,Blue,43,6,14,12,74447,1629,30830,1,14992,421,2,0
5748,711111633,Existing Customer,60,M,4,High School,Single,$40K - $60K,Silver,53,7,9,12,112324,0,49789,1,12778,399,3,0
5749,709904508,Existing Customer,59,F,0,Post-Graduate,Single,$40K - $60K,Blue,167,20,4,6,2369,4719,5342,6,18598,63,1,1
5750,712022883,Existing Customer,37,F,9,High School,Single,$40K - $60K,Blue,29,6,5,12,11418,1584,2951,1,15141,437,2,2
5751,712173108,Existing Customer,48,F,1,Unknown,Unknown,$40K - $60K,Blue,36,3,1,3,2447,1991,456,0.719,4228,82,0.708,0.814
5752,714156633,Existing Customer,60,F,0,Unknown,Single,Unknown,Blue,36,3,3,2,3068,0,3068,0.897,4533,79,0.795,0
5753,714581358,Attrited Customer,48,F,16,Graduate,Single,Less than $40K,Blue,52,15,13,23,1404,0,1993,1,9109,115,1,0
5754,713256033,Existing Customer,39,F,3,Uneducated,Single,Unknown,Blue,25,5,3,3,4181,1604,2577,0.659,3955,74,0.574,0.384
5755,825831933,Existing Customer,52,F,13,High School,Married,Less than $40K,Blue,52,6,9,12,16247,1902,4669,1,15051,431,2,1
5756,720274158,Existing Customer,42,F,17,High School,Married,Less than $40K,Blue,38,6,9,12,23199,2931,6379,1,12894,405,3,1
5757,772394883,Attrited Customer,60,F,1,Uneducated,Single,Unknown,Blue,50,3,6,3,7359,0,7359,0.768,2869,43,0.433,0
5758,794253108,Existing Customer,52,M,21,Graduate,Single,$40K - $60K,Blue,55,15,13,11,12238,0,17372,2,15915,249,3,0
5759,720899883,Existing Customer,44,F,4,High School,Married,$40K - $60K,Blue,38,9,9,12,35483,0,15728,1,12532,437,2,0
5760,714313608,Existing Customer,36,F,4,Uneducated,Married,Less than $40K,Blue,36,5,3,0,4228,1886,2342,1.076,4356,74,0.682,0.446
5761,716602683,Existing Customer,49,F,16,Graduate,Married,$40K - $60K,Blue,43,15,13,11,5308,12271,4772,2,21044,224,2,2
5762,715928808,Existing Customer,42,F,9,High School,Married,Less than $40K,Blue,33,4,24,12,20537,2100,6306,1,15224,399,4,1
5763,771899433,Attrited Customer,48,M,16,Graduate,Married,$80K - $120K,Blue,44,25,9,23,7451,14346,7347,1,5220,86,1,1
5764,714771708,Existing Customer,36,F,0,College,Unknown,Unknown,Blue,94,15,7,15,23579,0,4014,4,20866,44,3,0
5765,709711758,Attrited Customer,45,F,3,Uneducated,Divorced,Less than $40K,Blue,32,3,2,2,1942,0,1942,0.366,1853,31,0.107,0
5766,721137558,Attrited Customer,40,M,21,Graduate,Divorced,$40K - $60K,Blue,34,5,9,17,5442,5269,6539,1,8311,134,1,1
5767,820268358,Existing Customer,48,F,21,Post-Graduate,Unknown,Less than $40K,Blue,180,16,1,6,2120,4196,4830,4,20125,67,2,1
5768,709273383,Existing Customer,54,F,0,Unknown,Married,Unknown,Blue,36,3,1,2,8294,696,7598,0.806,4136,77,1.2,0.084
5769,822959133,Existing Customer,32,F,16,Post-Graduate,Married,$40K - $60K,Blue,109,16,4,6,2855,5982,5882,4,20009,74,2,1
5770,720491958,Existing Customer,34,F,3,Uneducated,Single,Less than $40K,Blue,36,4,3,3,1438.3,0,1438.3,0.734,4302,74,0.762,0
5771,713607108,Existing Customer,46,F,7,College,Divorced,Less than $40K,Blue,112,18,2,10,9307,2128,363,4,21865,39,4,3
5772,709729533,Attrited Customer,47,M,3,Uneducated,Single,$40K - $60K,Blue,39,4,3,1,1809,457,1352,0.703,2169,49,0.485,0.253
5773,717890583,Existing Customer,48,F,5,Graduate,Divorced,$40K - $60K,Blue,46,20,4,11,3275,9265,2563,2,19304,297,2,2
5774,718384233,Existing Customer,52,M,15,Doctorate,Single,$40K - $60K,Silver,194,23,10,3,56935,1898,87117,2,6126,221,1,0
5775,713401758,Existing Customer,45,M,2,Uneducated,Married,$120K +,Blue,36,6,2,3,3383,1458,1925,0.678,4897,75,0.562,0.431
5776,773257233,Existing Customer,46,F,4,Unknown,Single,Less than $40K,Blue,39,4,2,3,7128,1457,5671,0.553,3534,70,0.591,0.204
5777,713556033,Existing Customer,36,F,5,Graduate,Married,Less than $40K,Blue,26,25,9,17,1345,4656,860,1,16362,188,2,3
5778,719265108,Existing Customer,42,F,13,High School,Married,Less than $40K,Blue,36,9,14,12,19765,2052,6028,1,14726,501,2,1
5779,778740708,Existing Customer,39,F,16,Graduate,Married,Less than $40K,Blue,32,15,13,11,1778,5670,1248,1,17370,220,2,2
5780,710952933,Existing Customer,43,F,1,Uneducated,Divorced,Less than $40K,Blue,36,5,2,3,2077,1254,823,0.821,4226,75,1.143,0.604
5781,720991833,Attrited Customer,48,F,6,Doctorate,Married,Less than $40K,Blue,179,23,15,6,8025,4571,2177,2,3745,202,1,4
5782,779954658,Existing Customer,56,M,17,High School,Single,$80K - $120K,Blue,43,6,14,17,178819,0,79264,1,15670,437,2,0
5783,714204108,Existing Customer,45,F,26,Graduate,Single,Less than $40K,Blue,46,15,13,0,2004,8794,865,2,15948,176,2,3
5784,805546308,Existing Customer,65,F,0,High School,Single,Less than $40K,Blue,60,4,14,12,30831,4339,7886,1,15138,442,2,2
5785,716244933,Existing Customer,54,F,13,High School,Divorced,Unknown,Blue,39,4,24,17,24899,0,11037,1,15537,463,2,0
5786,712018233,Existing Customer,42,F,16,Graduate,Single,Unknown,Blue,41,15,13,17,15531,14835,18706,1,19412,300,3,1
5787,802878408,Existing Customer,53,F,5,Graduate,Married,$40K - $60K,Blue,57,30,9,11,2617,0,3715,2,17011,281,2,0
5788,719504433,Existing Customer,63,M,0,Unknown,Single,$40K - $60K,Silver,54,4,3,3,18064,1695,16369,0.838,3434,71,0.479,0.094
5789,794558658,Existing Customer,49,F,21,Graduate,Married,Less than $40K,Blue,41,15,4,17,2393,8428,1500,2,19767,275,3,3
5790,711634008,Existing Customer,42,F,3,Uneducated,Married,Less than $40K,Blue,36,6,2,2,5821,0,5821,0.859,4591,70,1.188,0
5791,708260208,Existing Customer,43,F,5,Uneducated,Single,Less than $40K,Blue,36,4,3,2,2057,1279,778,0.562,4321,76,0.689,0.622
5792,713435058,Existing Customer,49,F,21,High School,Divorced,Less than $40K,Blue,45,7,9,17,10216,2567,1109,1,15673,351,2,3
5793,719656533,Existing Customer,44,M,13,High School,Married,$60K - $80K,Blue,39,9,9,17,13859,0,6143,1,13792,421,2,0
5794,719709558,Existing Customer,48,M,16,Graduate,Married,$40K - $60K,Blue,40,15,4,11,5818,12531,5437,2,18672,252,3,2
5795,710311233,Existing Customer,44,F,17,High School,Single,Unknown,Blue,40,4,14,17,39540,0,17526,1,14952,458,2,0
5796,719216508,Existing Customer,55,F,1,Unknown,Unknown,Less than $40K,Blue,36,5,2,1,3258,2517,741,0.985,4960,77,0.75,0.773
5797,713105508,Existing Customer,46,M,13,High School,Single,$60K - $80K,Silver,31,6,14,17,178819,3517,74579,1,12479,282,3,0
5798,710719683,Existing Customer,49,F,4,High School,Divorced,$40K - $60K,Blue,46,4,14,12,15822,1457,5073,1,14825,469,2,1
5799,817892208,Existing Customer,35,F,6,Doctorate,Single,Less than $40K,Blue,150,29,5,2,4592,0,7385,3,5763,274,1,0
5800,714102183,Attrited Customer,50,M,3,Uneducated,Single,$120K +,Blue,36,1,2,3,7970,2282,5688,0.28,1872,41,0.206,0.286
5801,715410783,Attrited Customer,55,F,1,Unknown,Single,Less than $40K,Blue,36,5,2,3,1836,572,1264,0.758,2400,34,0.789,0.312
5802,718202658,Existing Customer,47,M,16,Graduate,Unknown,$120K +,Blue,43,15,9,17,8785,4686,11416,2,21759,313,2,0
5803,719445633,Existing Customer,60,F,0,Uneducated,Married,Less than $40K,Blue,36,4,2,3,1601,0,1601,0.829,4919,69,1.091,0
5804,709820658,Existing Customer,45,M,17,High School,Married,$80K - $120K,Blue,39,4,9,17,178819,2017,76577,1,12582,341,1,0
5805,718481283,Existing Customer,51,F,4,High School,Married,Less than $40K,Blue,46,7,5,17,9439,1921,1626,1,17318,389,1,2
5806,789300408,Existing Customer,41,M,17,High School,Married,Less than $40K,Blue,32,4,9,12,8362,1207,2099,1,14270,463,2,2
5807,711970533,Existing Customer,54,F,4,Unknown,Married,Less than $40K,Blue,41,3,2,0,1491,1349,142,0.756,4365,71,0.732,0.905
5808,815088483,Existing Customer,28,F,5,Graduate,Divorced,Less than $40K,Blue,28,20,4,17,2377,6814,1841,1,15969,204,2,2
5809,717139608,Existing Customer,50,F,7,College,Divorced,Less than $40K,Blue,130,9,4,15,17398,2708,1407,4,22591,41,3,2
5810,717626508,Existing Customer,44,F,16,Graduate,Married,Less than $40K,Blue,43,15,13,6,1588,0,2255,1,22710,278,2,0
5811,767668908,Attrited Customer,46,F,16,Graduate,Married,Unknown,Blue,48,15,18,17,12242,10821,14942,1,6414,102,1,1
5812,712484733,Existing Customer,47,M,5,Unknown,Single,$60K - $80K,Blue,32,6,2,3,8823,2517,6306,0.812,4674,85,0.848,0.285
5813,716216958,Existing Customer,48,M,1,Uneducated,Married,$60K - $80K,Blue,42,6,1,1,4429,883,3546,0.688,4386,63,0.537,0.199
5814,714246333,Attrited Customer,58,F,17,High School,Married,Unknown,Blue,52,1,19,17,27955,3109,8251,1,7004,208,1,1
5815,718693683,Existing Customer,65,F,0,High School,Single,$40K - $60K,Blue,57,6,5,17,12527,3802,489,1,13024,394,1,4
5816,716298633,Existing Customer,56,F,5,Graduate,Single,Less than $40K,Blue,57,25,9,17,1950,10562,390,2,23863,268,3,4
5817,755661933,Attrited Customer,48,F,16,Graduate,Single,$40K - $60K,Blue,49,25,13,17,1775,3955,1630,2,10059,144,1,2
5818,712914783,Existing Customer,43,M,26,Graduate,Single,$40K - $60K,Blue,37,20,4,11,7072,0,10038,1,19602,262,3,0
5819,711240108,Existing Customer,41,M,10,Graduate,Married,$60K - $80K,Blue,37,15,9,11,12262,7220,15781,2,19837,195,2,0
5820,721396758,Existing Customer,35,F,12,Doctorate,Married,Less than $40K,Blue,179,17,5,5,4592,1325,4273,2,7283,305,1,2
5821,715636533,Existing Customer,48,F,13,High School,Married,Less than $40K,Blue,39,6,5,12,19252,0,8534,1,16065,389,1,0
5822,711508608,Existing Customer,50,F,1,Unknown,Married,Less than $40K,Blue,36,3,5,3,3069,1482,1587,0.663,4351,74,0.721,0.483
5823,716669658,Attrited Customer,51,F,4,High School,Single,Less than $40K,Blue,36,9,14,17,10393,2772,914,1,9174,202,2,3
5824,718212633,Existing Customer,45,F,17,High School,Married,$40K - $60K,Blue,39,7,9,6,15273,3848,1644,1,12083,421,1,3
5825,708357183,Existing Customer,47,F,3,Unknown,Single,Less than $40K,Blue,38,4,2,3,1438.3,0,1438.3,1.001,3511,64,0.882,0
5826,713629533,Existing Customer,35,F,1,Uneducated,Married,Less than $40K,Blue,36,3,2,3,1438.3,670,768.3,0.909,4321,83,0.804,0.466
5827,771450708,Existing Customer,58,F,16,Graduate,Married,$40K - $60K,Blue,55,25,13,6,4365,11275,3658,1,18031,233,3,2
5828,711311883,Existing Customer,48,F,10,Graduate,Married,Less than $40K,Silver,42,25,9,11,13083,0,18572,1,13634,201,3,0
5829,802673508,Attrited Customer,57,M,10,Graduate,Single,$120K +,Blue,61,15,22,17,8190,0,11626,2,10167,125,2,0
5830,708113208,Existing Customer,53,F,4,High School,Married,Less than $40K,Blue,39,4,9,12,8745,0,3876,1,14543,367,2,0
5831,788786208,Existing Customer,46,F,7,College,Married,Unknown,Blue,98,18,7,15,49655,2673,6919,3,23030,54,4,1
5832,720043533,Existing Customer,39,M,21,Graduate,Single,$60K - $80K,Blue,31,30,9,0,4239,5405,4800,2,17403,211,2,1
5833,801083133,Existing Customer,57,F,4,Uneducated,Single,Less than $40K,Blue,51,5,3,3,3545,1446,2099,0.638,3691,69,0.917,0.408
5834,716246733,Existing Customer,57,F,7,College,Single,Less than $40K,Blue,177,12,4,10,9332,2277,281,4,22815,45,4,3
5835,807157833,Existing Customer,56,F,4,Uneducated,Single,Unknown,Blue,51,5,1,1,3334,1272,2062,1.12,4284,73,0.587,0.382
5836,721032633,Attrited Customer,55,F,3,Unknown,Single,$40K - $60K,Blue,32,5,3,4,2496,1999,497,0.724,2590,50,0.667,0.801
5837,828285858,Existing Customer,41,F,10,College,Married,Less than $40K,Blue,134,9,2,10,7228,1140,576,3,19754,42,3,2
5838,718890933,Attrited Customer,45,F,12,Doctorate,Married,Less than $40K,Blue,135,17,10,3,4592,0,7385,2,3495,145,1,0
5839,711148308,Existing Customer,52,M,16,Graduate,Single,$60K - $80K,Blue,55,20,9,11,8748,7574,10713,2,17246,246,2,1
5840,712810233,Existing Customer,40,F,10,Graduate,Married,Less than $40K,Blue,43,15,9,17,2265,9867,994,1,17597,256,2,3
5841,714098883,Existing Customer,45,F,5,Graduate,Single,$40K - $60K,Blue,43,25,9,11,1810,9507,429,2,19726,256,3,4
5842,779327733,Existing Customer,43,M,5,Graduate,Divorced,$60K - $80K,Blue,30,20,13,17,1667,5977,1021,2,15957,259,2,3
5843,716364408,Existing Customer,59,F,0,Unknown,Married,Less than $40K,Blue,36,4,1,2,1438.3,0,1438.3,0.622,4155,62,0.632,0
5844,710461083,Existing Customer,56,F,10,Graduate,Single,Less than $40K,Blue,55,20,4,17,1345,0,1909,1,17907,268,3,0
5845,709306983,Existing Customer,44,F,10,Post-Graduate,Married,Less than $40K,Silver,150,24,4,4,9516,2936,51573,5,20955,72,1,0
5846,769035933,Existing Customer,54,F,2,Unknown,Single,Less than $40K,Blue,48,5,3,2,4597,1316,3281,0.646,3507,68,0.511,0.286
5847,813182658,Existing Customer,49,F,17,High School,Married,Less than $40K,Blue,47,6,9,17,8579,1602,1670,1,14653,421,2,2
5848,781110408,Existing Customer,39,F,0,High School,Single,Less than $40K,Blue,25,7,14,12,16988,0,7530,1,16780,399,2,0
5849,818007783,Existing Customer,49,F,10,College,Married,$40K - $60K,Blue,159,18,4,15,12955,2369,845,3,22825,56,3,2
5850,708862233,Existing Customer,44,F,21,Graduate,Married,$40K - $60K,Blue,36,15,13,17,3803,0,5399,2,21329,265,3,0
5851,714006333,Attrited Customer,42,F,21,Graduate,Married,Less than $40K,Blue,43,25,9,17,1989,3112,2123,1,9460,131,1,1
5852,770596458,Attrited Customer,45,F,6,Doctorate,Married,Less than $40K,Blue,155,23,15,6,8632,4947,2269,2,3398,149,0,4
5853,789392883,Existing Customer,38,F,16,Post-Graduate,Unknown,Less than $40K,Blue,121,16,1,0,1689,3579,3405,4,20640,63,1,1
5854,803805483,Existing Customer,46,F,10,College,Married,Unknown,Blue,145,9,7,15,53269,0,9069,4,22893,42,3,0
5855,709534083,Attrited Customer,58,F,0,Uneducated,Divorced,Less than $40K,Blue,36,3,2,6,9909,0,9909,0.466,1844,41,0.64,0
5856,710579583,Existing Customer,57,F,5,Graduate,Married,Less than $40K,Blue,60,15,9,17,1557,5794,905,2,18267,275,2,3
5857,708949908,Attrited Customer,50,M,5,Graduate,Divorced,$120K +,Blue,51,5,13,11,1548,0,2198,1,8567,141,3,0
5858,711907083,Existing Customer,53,M,4,High School,Unknown,$80K - $120K,Blue,39,4,14,23,73106,1783,30030,1,9806,341,2,0
5859,718696458,Existing Customer,52,F,5,Graduate,Married,Less than $40K,Blue,51,20,9,17,1881,7250,1038,1,15796,217,2,3
5860,710611683,Existing Customer,43,F,10,Post-Graduate,Married,Less than $40K,Blue,130,24,1,2,2552,5187,5558,4,18993,74,1,1
5861,721511883,Existing Customer,40,F,16,Graduate,Single,Less than $40K,Blue,34,30,9,11,1598,0,2268,2,20585,252,3,0
5862,779116158,Existing Customer,49,F,1,Unknown,Married,Less than $40K,Blue,31,5,2,1,5714,868,4846,0.636,4331,85,0.7,0.152
5863,720193533,Existing Customer,41,M,3,Unknown,Married,$60K - $80K,Blue,32,4,1,3,5071,1043,4028,0.667,3358,62,0.722,0.206
5864,753094533,Existing Customer,51,M,3,Uneducated,Married,$80K - $120K,Blue,44,3,3,3,24028,0,24028,0.496,3531,73,0.738,0
5865,719545983,Existing Customer,31,F,10,Post-Graduate,Unknown,Unknown,Blue,54,20,4,6,12486,0,74912,5,21296,73,1,0
5866,716494383,Existing Customer,49,F,16,Graduate,Unknown,$40K - $60K,Blue,49,15,9,11,3352,5487,3522,1,18180,249,2,1
5867,769892058,Existing Customer,40,M,3,Uneducated,Single,$80K - $120K,Blue,34,4,2,2,9124,2126,6998,0.449,4564,65,0.548,0.233
5868,709098108,Existing Customer,45,F,21,Graduate,Married,Unknown,Blue,42,20,9,11,2529,0,3590,2,19627,256,3,0
5869,715705683,Existing Customer,56,F,5,Graduate,Single,Less than $40K,Blue,43,20,13,11,1810,6489,1108,2,18920,224,3,3
5870,715724808,Existing Customer,49,M,13,High School,Married,$80K - $120K,Blue,44,7,9,17,41710,3686,13579,1,14526,442,2,1
5871,717123858,Existing Customer,36,F,5,Graduate,Married,$40K - $60K,Blue,43,25,4,17,3398,9531,2678,2,16717,198,3,2
5872,716236683,Existing Customer,46,F,4,High School,Married,Less than $40K,Blue,40,6,9,12,13118,2564,2400,1,13772,378,3,2
5873,771224358,Existing Customer,54,F,4,Unknown,Married,Less than $40K,Blue,41,3,1,3,2028,0,2028,0.823,4030,78,0.733,0
5874,779310033,Attrited Customer,42,F,12,Doctorate,Married,Less than $40K,Blue,120,17,10,5,13740,0,22099,0,2572,137,0,0
5875,710595783,Existing Customer,46,F,16,Graduate,Unknown,Unknown,Blue,47,20,4,11,6211,12271,6054,2,19255,243,3,1
5876,711409833,Existing Customer,45,F,5,Uneducated,Married,Less than $40K,Blue,33,3,1,3,1830,650,1180,0.724,4838,71,0.972,0.355
5877,721174008,Existing Customer,37,M,2,Uneducated,Married,$120K +,Blue,23,4,3,3,7607,2170,5437,0.377,4495,77,0.674,0.285
5878,714192933,Attrited Customer,55,F,16,Graduate,Single,Less than $40K,Blue,43,15,13,29,1926,0,2734,1,8166,141,1,0
5879,709632483,Existing Customer,49,F,9,High School,Single,Less than $40K,Blue,43,4,9,12,7451,1562,1222,1,14815,447,2,2
5880,718431258,Existing Customer,41,M,17,High School,Single,$60K - $80K,Blue,30,6,14,17,16195,2591,3727,1,12173,394,2,2
5881,817029108,Existing Customer,47,F,21,Post-Graduate,Single,$40K - $60K,Blue,113,16,9,6,6192,4624,28460,6,16884,60,1,0
5882,796931508,Attrited Customer,42,M,17,High School,Unknown,$60K - $80K,Blue,39,6,14,23,9693,0,4297,1,8619,256,1,0
5883,769577358,Existing Customer,31,F,0,Graduate,Single,Less than $40K,Blue,20,20,9,17,2606,10379,1362,1,18011,284,2,3
5884,815589558,Existing Customer,50,M,10,Post-Graduate,Married,$80K - $120K,Blue,188,24,4,4,1679,4242,2099,4,18185,62,1,1
5885,714287583,Attrited Customer,41,F,3,Unknown,Married,Less than $40K,Blue,32,3,2,3,1438.3,0,1438.3,0.372,1852,38,0.31,0
5886,718975083,Attrited Customer,47,F,21,Graduate,Single,Less than $40K,Blue,48,30,18,17,2312,0,3282,1,8815,141,1,0
5887,715315008,Existing Customer,40,M,21,Post-Graduate,Single,$40K - $60K,Blue,125,24,4,4,4173,4463,16648,5,17177,62,1,0
5888,779252283,Existing Customer,47,F,17,High School,Married,Less than $40K,Blue,31,9,14,0,14050,4157,691,1,17289,437,2,3
5889,714031083,Attrited Customer,46,F,16,Graduate,Unknown,Unknown,Blue,36,15,9,6,8292,0,11770,1,7997,128,1,0
5890,772442883,Attrited Customer,51,F,21,Graduate,Married,Unknown,Blue,49,10,13,29,3602,4102,4190,2,10096,121,2,1
5891,714533058,Existing Customer,53,F,10,College,Married,Less than $40K,Blue,156,12,4,15,7228,1074,614,3,22450,54,5,2
5892,716570958,Attrited Customer,50,M,16,Post-Graduate,Divorced,$60K - $80K,Blue,150,12,3,6,12960,1467,74999,5,10435,35,0,0
5893,710116833,Attrited Customer,59,F,4,High School,Single,$40K - $60K,Blue,39,7,14,17,8626,0,3824,1,9135,213,1,0
5894,718586133,Existing Customer,43,F,16,Graduate,Married,Less than $40K,Blue,37,30,4,17,2467,0,3502,2,20218,272,3,0
5895,773322558,Existing Customer,59,F,9,High School,Married,Less than $40K,Blue,52,9,5,6,12113,2700,1773,1,13177,367,1,3
5896,714554808,Existing Customer,51,F,5,Graduate,Married,Less than $40K,Blue,48,15,13,0,2593,8028,1874,2,19846,291,2,2
5897,717903108,Existing Customer,57,F,3,College,Single,Unknown,Blue,166,18,2,5,21523,727,3247,4,22854,41,2,0
5898,815908908,Attrited Customer,47,F,4,Uneducated,Single,Unknown,Blue,42,3,4,3,6263,2517,3746,0.857,2613,50,0.724,0.402
5899,771464808,Existing Customer,35,F,10,Graduate,Single,Less than $40K,Blue,28,30,13,17,2166,7668,1348,2,17197,227,4,3
5900,708234558,Existing Customer,55,F,7,College,Divorced,Less than $40K,Blue,156,15,4,5,11252,1997,769,3,22128,46,3,2
5901,715737258,Existing Customer,41,F,3,College,Married,Less than $40K,Blue,116,18,7,15,11181,0,1904,5,23966,53,4,0
5902,710188308,Existing Customer,51,F,16,Graduate,Single,Less than $40K,Blue,49,30,9,17,1420,6766,492,2,20362,233,2,4
5903,708670608,Existing Customer,48,F,5,Uneducated,Married,Unknown,Blue,36,4,2,3,5495,2200,3295,0.696,5125,85,0.771,0.4
5904,714839808,Existing Customer,51,F,16,Graduate,Married,Less than $40K,Blue,42,30,4,6,2002,6931,1281,2,17841,204,3,3
5905,811140933,Existing Customer,43,F,9,High School,Married,Less than $40K,Blue,31,6,5,12,13553,3079,1906,1,17348,336,2,3
5906,788937933,Existing Customer,39,F,16,Graduate,Divorced,Less than $40K,Blue,30,15,4,6,5136,7992,5492,1,14738,259,3,1
5907,721527858,Attrited Customer,52,F,13,High School,Married,Less than $40K,Blue,43,4,24,6,10377,2991,615,1,7788,224,1,3
5908,718265658,Existing Customer,47,F,4,Uneducated,Single,Less than $40K,Blue,36,3,1,2,2092,1499,593,0.811,4130,80,1.162,0.717
5909,714312708,Existing Customer,44,M,0,High School,Single,$60K - $80K,Blue,39,9,14,12,34224,4339,9390,1,14935,362,2,1
5910,715821183,Existing Customer,42,F,14,College,Married,Unknown,Blue,83,9,7,10,35690,0,6076,3,19901,43,4,0
5911,709487058,Existing Customer,51,F,2,Unknown,Married,Less than $40K,Silver,36,6,2,3,13812,1132,12680,0.699,3723,56,0.867,0.082
5912,712675158,Existing Customer,56,M,5,Graduate,Single,$60K - $80K,Blue,43,25,13,11,6614,9878,7165,3,17192,240,2,1
5913,826473858,Existing Customer,44,M,3,College,Single,$40K - $60K,Blue,145,18,2,10,21478,2504,2219,4,23493,38,4,1
5914,817382958,Existing Customer,47,F,13,High School,Single,Less than $40K,Blue,33,7,5,17,12004,0,5321,1,16268,474,2,0
5915,712927383,Attrited Customer,51,F,2,Uneducated,Single,Less than $40K,Blue,36,3,3,3,1438.3,642,796.3,0.405,1939,49,0.4,0.446
5916,712894308,Existing Customer,47,M,17,High School,Married,$80K - $120K,Blue,40,7,14,17,14962,0,6632,1,14443,399,2,0
